Aluguel,Condominio,IPTU,Venda,age_imovel,area_total,area_util,banheiro,city,commonareas,diverseareas,neigghborhood,privateareas,quarto,saletype,street,suite,title,vaga
,1850,8000,20000000,5,2000,5000,17,Porto Feliz,,,Condomínio Fazenda Boa Vista,,10,Casa,Rodovia Castelo Branco,14,Praticamente Uma Pousada Particular Dentro Da Fazenda Boa Vista!,10
,,,15650000,,880,475,8,Balneário Camboriú,Frente para o mar,,Barra Sul,,6,Apartamento,"R. 4900, 5720 - Centro, Balneário Camboriú - SC 5720",6,Cobertura Torre Central Ibiza Towers,6
,,1300,474909,3,104,136,3,Curitiba,Espaço Gourmet,Aceita FGTS,Boa Vista,Suítes,3,Casa,Rua Santo Celestino Coleto,1,Residencial Boa Vista,2
,,,,,,,,,,,,,,,,,Moritzi Residencial,
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque San Miguel,
,420,190,386000,10,500,74,1,,Salão de festas,,,Varanda Gourmet,2,Apartamento,,1,"Apartamento Com 2 Dorms, Guilhermina, Praia Grande",1
,,2800,1261000,12,,393,4,Xangri-Lá,Espaço Gourmet,Aceita FGTS,Atlantida,Suítes,4,Casa,AVENIDA JAÇANA,2,Casa Mobiliada na Praia De Atlantida - 393 m&sup2; - 4 Quartos - Piscina,5
,1500,,2149000,,430,267,5,Curitiba,Fitness/Sala de Ginástica,,Ecoville,Suítes,3,Apartamento,Rua Pedro Viriato Parigot de Souza 3635,3,"Apartamento à Venda, Ecoville, Com 3 Suítes E 3 Vagas De Garagem.",3
,,,25000,1,60,50,1,Florianópolis,,,Ingleses do Rio Vermelho,Churrasqueira,2,Apartamento,NILDO NEPONOCENO FERNANDES n° 48,1,Apartamento à Venda - em Ingleses,1
,319,493,320000,4,89,51,1,Curitiba,Salão de Jogos,,Vila Izabel,Aceita Financiamento,1,Apartamento,R GUARARAPES,0,Apartamento Vila Izabel 1 Dormitório Face Norte Com Sacada,1
3000,1279,201,900000,27,273,220,3,Campinas,,,Bosque,,2,Apartamento,Sob Consulta 55,1,Cobertura Á Venda E para Aluguel em Bosque,2
,,289,47000,7,179,158,3,Poá,,,Centro,Suítes,3,Casa,"Rua Coronel Isidoro Dias Lopes,",1,Sobrado em Poá / Financiamento em Andamento,2
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Villa Glória,
,660,220,665000,18,82,82,2,São Paulo,Fitness/Sala de Ginástica,,Jardim Marajoara,Guarita,3,Apartamento,R Álvares de Azevedo 190,1,"Apartamento Com 3 Dormitórios, Sendo 1 Suíte, Sala Com 2 Ambientes",2
1583,1800,117,275000,15,201,35,1,São Paulo,Espaço Gourmet,,Brooklin,Mobiliado,0,Apartamento,rua Hans Oersted,1,"Flat no Brooklin Oportunidade, Consulte - Nos",1
,423,344,350000,,,68,1,Águas Claras,Espaço Gourmet,,Aguas Sul,Ar condicionado,2,Apartamento,Rua das Pitangueiras 12,1,Rhodes 2 Qtos 1 Suíte 68 m&sup2; Varanda E 1 Vaga De Garagem (Em Frente A Estação De Metrô),1
,640,,795000,Em construção,110,110,3,Santos,Espaço Gourmet,Andares,Vila Rica,Suítes,3,Apartamento,Rua Machado de Assis,1,Apartamento na Vila Rica 3 Dormitórios 2 Vagas E Lazer,2
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Bosque Independência,
,,,439000,1,150,95,4,Rio de Janeiro,Fitness/Sala de Ginástica,,Campo Grande,Churrasqueira,3,Casa,Estrada da Cachamorra 2011,3,Contemporâneo Design Resort houses/tel:(21) 97949 - 4955 (Whatsapp),2
1800,1100,,,,,110,2,São Paulo,Salão de festas,,Santana,Armário embutido,3,Apartamento,Rua Voluntários da Pátria 3714,1,Apartamento para Aluguel - em Santana,2
,2040,,4000000,,,649,,Mangaratiba,,,Centro,,5,Casa,Endereço não informado,5,Casa à Venda - no Centro,4
,,,,,,,,,,,,,,,,,Parque Bosque Das Águas,
,350,70,199000,3,403,403,,Cotia,Salão de festas,,Granja Viana,Esgoto,0,Terreno,Avenida Nicodemos de Carvalho 850,,Reserva Santa Paula - Granja Viana (Portal),
2500,400,167,,,,44,1,São Paulo,Salão de festas,,Santana,Armário embutido,1,Apartamento,Rua Ezequiel Freire 62,0,Apartamento para Aluguel - em Santana,1
,,,2415000,10,301,301,6,Rio de Janeiro,,,Barra da Tijuca,,4,Apartamento,Flamboyants,4,Saint Barth - Flamands - 301 m&sup2; - 04 Suites - Península,4
1700,750,97,450000,9,,71,2,Rio de Janeiro,,,Jacarepaguá,Mobiliado,2,Apartamento,,1,Apto De 2 Quartos - Mobiliado - na Região Do Parque Olímpico,1
2900,1160,141,,,,111,2,São Paulo,Salão de festas,,Vila Olímpia,Armário embutido,3,Apartamento,Rua Cabo Verde 87,0,Apartamento para Aluguel - na Vila Olímpia,2
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Viva Benx Vila Mascote,
3250,1974,489,,,,158,3,São Paulo,Salão de festas,,Panamby,Armário embutido,3,Apartamento,Rua Germano Ulbrich 184,3,Apartamento para Aluguel - no Panamby,3
,,,,,,,,,Espaço Gourmet,,,Suítes,,,,,Mondo,
,790,290,1180000,12,180,103,1,São Paulo,Fitness/Sala de Ginástica,,Perdizes,Suítes,3,Apartamento,CAYOWAA,1,Apartamento à Venda - em Perdizes,2
,,,1050000,2,240,240,5,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Penha,Suítes,4,Apartamento,"Rua faustino paganini , penha SP",1,Linda Cobertura Duplex 240 m&sup2; 4 Dorm 5 Banheiros 1 Suite 2 Vagas 3 Sacadas Penha,2
,550,70,270000,5,75,60,2,São Paulo,Elevador,Aceita FGTS,Vila Santa Catarina,Piso frio,2,Apartamento,TENENTE AMÉRICO MORETTI,0,"Apartamento, Com Fino Acabamento no Melhor Da Vila Santa Catarina!",1
1600,1100,100,350000,,,35,1,São Paulo,Interfone,,Moema,Mobiliado,1,Apartamento,Alameda dos Anapurus 1661,,Flat The Palace para Locação E Venda em Moema,1
,980,4800,2500000,1,418,313,5,Brasília,Elevador,,Noroeste,Churrasqueira,4,Apartamento,Quadra SQNW 309,3,Espaço E Segurança - Cobertura Duplex - Île De La Cité,3
,,,450000,,,96,2,Balneário Camboriú,,,Centro,Aceita Financiamento,2,Apartamento,Rua 1950 163,,"Apartamento à Venda, Edifício Itoporanga Centro, Balneário Camboriú.",1
,,2183,440000,,2150,,3,Ibiúna,,,Do Cupim,Varanda,,Rural,000,,"Cod.4657 - Ibiúna, Chácara Dos Sonhos Próxima Ao Centro!",3
,1900,1400,2500000,8,,411,4,São Paulo,Salão de festas,,Vila Mariana,Suítes,4,Apartamento,R MACHADO DE ASSIS,2,Excelente Oportunidade na Vila Mariana!,4
,250,,219999,,30,30,1,Curitiba,Salão de festas,,Batel,Aceita Financiamento,1,Apartamento,Avenida Visconde de Guarapuava 3806,,Apartamento Studio em Frente Ao Shopping Curitiba,
,,,,,,,,,Espaço Gourmet,,,Varanda Gourmet,,,,,Persona Bueno By Brasal,
25000,3800,2000,5100000,5,,351,4,São Paulo,,,Campo Belo,Suítes,3,Apartamento,Rua Gabriele D Annunzio 1002,3,"Apartamento Residencial para Venda E Locação, Campo Belo, São Paulo.",
1380,300,45,,,,33,1,Curitiba,Fitness/Sala de Ginástica,,Centro,Elevador,1,Apartamento,Rua Conselheiro Laurindo 1138,0,"Apartamento Studio no Centro De Curitiba, 100% Mobiliado, 7th Avenue",0
3700,1520,650,,,86,86,3,,Elevador,Andares,,Piso elevado,,Comercial,,,"Locação De Sala Comercial 86 m&sup2;, Proximo A Estação Liberdade Do Metrô. Cod. Paoc121",2
,,,269900,1,58,52,2,Guarulhos,Fitness/Sala de Ginástica,Aceita FGTS,Picanço,Suítes,2,Apartamento,Rua. dona tecla -Picanço Guarulhos,1,Apartamento (Cond Dona Tecla) 2 Dorm 1 Ou 2 Vagas Suite C Sacada Lazer Completo,1
,1200,,2350000,2,,157,5,Balneário Camboriú,Espaço Gourmet,,Centro,Suítes,3,Apartamento,AVENIDA BRASIL 2413,3,"Apartamento Com Vista Mar, na Quadra Do Mar",3
,,,,,,,,,,,,,,,,,Parque Monte Stella,
,,,580000,,180,,2,Osasco,,,Jaguaribe,,3,Casa,Não Informado,1,Casa - Jaguaribe,2
,,,1980000,,590,300,5,Carapicuíba,Salão de festas,,Granja Viana,Suítes,4,Casa,Avenida São Camilo 0,4,"Casa Térrea De Alto Padrão, Alphaville Granja viana.(Portal)",4
,,,889990,1,220,140,3,Curitiba,Espaço Gourmet,Aceita FGTS,Bigorrilho,,3,Apartamento,"Rua Francisco Rocha, 1527",2,Batel - Concetto Cobertura Duplex Mobiliada - 3 Quartos 2 Vagas,2
,920,430,400000,,190,130,,Guarujá,Piscina,,Praia da Enseada,Churrasqueira,3,Apartamento,Rua Abdala Daige,1,Lado Praia,2
,,,,,,,,,Espaço Gourmet,,,,,,,,Madri,
9000,2150,700,1970000,1,216,165,3,São Paulo,,,Brooklin,Churrasqueira,4,Apartamento,Rua Professor José Leite e Oiticica 237,2,Cyrela. Pedra 90.oiticica,3
,,,,,,,,,Fitness/Sala de Ginástica,,,Varanda Gourmet,,,,,Open Residence,
,250,90,135000,,45,33,1,Praia Grande,,,Vila Guilhermina,,,Casa,,,Apartamento Frente Ao Mar,1
,,,608900,Breve lançamento,147,85,2,Curitiba,Espaço Gourmet,Andares,Mercês,Churrasqueira,2,Apartamento,Rua Visconde do Rio Branco,2,Duet Mercês - Tranquilidade De Uma Casa Com Segurança De Um Apartamento.,2
,350,,849990,4,150,150,4,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim do Mar,Suítes,3,Apartamento,"Rua Continental, 701",3,"Vila Verde Mineirinhos - 150 m, 3 Vagas Com Lazer Clube",3
,4290,2560,6250000,5,3000,306,3,São Paulo,Espaço Gourmet,,Moema,Suítes,4,Apartamento,AV CHIBARÁS,4,4 Suítes - Vista Eterna Parque Ibirapuera,5
,,,,,,,,,Espaço Gourmet,,,,,,,,Belle Horizonte,
,,,788056,1,333,333,2,São Paulo,,,Mooca,,3,Casa,Comendador Roberto Ugolini,0,Casa Com Terreno De 333 m&sup2; no Parque Da Mooca - Leilão Online 20.11,2
,1200,450,2100000,1,151,151,4,São Paulo,Espaço Gourmet,,Campo Belo,Suítes,4,Apartamento,Rua República do Iraque,2,Condomínio Edifício Quartier Campo Belo - Sp,3
,850,310,692000,7,,107,3,São Paulo,Espaço Gourmet,,Vila Andrade,Suítes,2,Apartamento,R José da Silva Ribeiro 200,2,"Apartamento para Venda na Vila Andrade, São Paulo Sp",2
,,,2683000,Breve lançamento,,131,6,São Paulo,Fitness/Sala de Ginástica,Andares,Cidade Monções,Suítes,4,Apartamento,"Rua Califórnia, 1127 - Brooklin - São Paulo",4,Grand Habitarte - Brooklin - 225 m&sup2;,4
18000,2951,2370,,,650,375,1,São Paulo,Salão de festas,,Alto de Pinheiros,Suítes,,Apartamento,R MASSACÁ 231,3,"Cobertura para Locação - São Paulo / Sp, Bairro Alto De Pinheiros",5
,,,,,,,,,Fitness/Sala de Ginástica,,,Churrasqueira,,,,,Excelente Oportunidade Ed Evora / Ap Com Cozinha Florense / 2 Vagas De Garagem!,
,,,,,,,,,Fitness/Sala de Ginástica,,,,,,,,Parque Serra Bonita,
,,,798800,2,223,120,4,Curitiba,Espaço Gourmet,,Cabral,Suítes,3,Apartamento,"R. Cel. Amazonas Marcondes, 448",3,Apartamento no Cabral Pronto para Morar Com 3 Quartos - 2 Vagas,2
,250,130,314000,1,56,56,2,Santos,Espaço Gourmet,Aceita FGTS,Boqueirão,Suítes,1,Apartamento,R. Oswaldo Cruz,1,Apartamento 1 Dorm. Patio 21 - Lazer Completo,1
,1,1,535000,,120,98,,Curitiba,,,Alto da Glória,Churrasqueira,3,Apartamento,Avenida João Gualberto 575,1,"Apartamento Residencial à Venda, Alto Da Glória, Curitiba.",1
550,70,,,1,33,33,1,Ceilândia,,,Ceilandia Sul,Piso frio,1,Apartamento,QD QNM 9 Conjunto D,0,Apartamento C/ Iptu 2018 Gratuito,0
,218,600,140000,10,50,50,1,,Salão de festas,,,Armário de cozinha,2,Apartamento,,,Apartamento à Venda - em Camargos,1
,,,,,,,,,Lavanderia,,,,,,,,Edifício Ilha De Capri,
,,,631720,1,246,122,0,São Paulo,Espaço Gourmet,,Pirituba,,0,Apartamento,"Avenida do Anastácio, 1240",0,Apartamento em Pirituba - São Paulo/sp Com 30% Abaixo Do Valor De Avaliação!,2
,490,,548000,5,112,84,2,São Caetano do Sul,,,Jardim São Caetano,,3,Apartamento,rua justino paixão,1,Apartamento 84 m&sup2; - 03 Dorms - Jd. S. caetano - Mobiliado - 02 Vagas - Lazer,2
,400,,384200,1,77,77,2,São Bernardo do Campo,Fitness/Sala de Ginástica,,Baeta Neves,Suítes,2,Apartamento,Av. Pereira Barreto,1,"Aptos De 77 E 94 m&sup2; Terraço Gourmet E Churrasqueira, Frente Sonda Pereira Barreto",1
1200,270,100,,,71,58,1,Porto Alegre,,,Auxiliadora,Área de serviço,2,Apartamento,MARILAND,0,Apartamento para Aluguel - em Auxiliadora,0
,,,,,,,,,Fitness/Sala de Ginástica,,,Suítes,,,,,Antônio Martins,
,,,3000000,,360,,,Balneário Camboriú,,,Centro,Suítes,4,Apartamento,Atlântica 2790,2,Apartamento à Venda - no Centro,2
,280,,242600,1,,54,2,Diadema,Fitness/Sala de Ginástica,Aceita FGTS,Centro,,2,Apartamento,"Rua Gáspar Ricardo, 308",1,"Evolution Diadema - R$242 Mil - 2 Dorms - Suíte - Shopping Praça Da Moça, Term. Diadema",1
,150,,184000,Breve lançamento,41,41,1,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Centro,Permite animais,2,Apartamento,largo do cambuci,0,Apartamento 2 Mil De Entrada Prox Metro Vl Mariana/consolacao/cambuci P/ 184 Mil,0
,,,300000,11,206,109,2,São Paulo,,Posição do Sol,Cidade São Mateus,,3,Casa,SÃO MATHEUS,1,Sobrado Bom Preço São Matheus,3
,,,,,,,,,,,,,,,,,Villa Garden - Fontana Garden,
,450,1000,600000,11,170,120,2,Itapema,Espaço Gourmet,Andares,Meia Praia,Suítes,3,Apartamento,Rua 248,1,"Apartamento em Meia Praia, Com 03 Dormítórios",1
,1400,287,1900000,67,182,182,1,Rio de Janeiro,Interfone,,Copacabana,Varanda,4,Apartamento,Rua Belfort Roxo,3,Apartamento à Venda - em Copacabana,1
30000,,,,,500,1200,0,São Bernardo do Campo,,,Rudge Ramos,,,Comercial,,,Prédio Comercial Bem Localizado no Bairro Rudge Ramos.,0
,240,,229000,Breve lançamento,18,18,1,São Paulo,Fitness/Sala de Ginástica,,Jardins,,1,Apartamento,Avenida Rebouças,1,"Studios De 18 A 49 m&sup2; no Jardins, Ao Lado Do Metrô Oscar Freire",0
,1500,3300,990000,1,95,95,3,Rio de Janeiro,Fitness/Sala de Ginástica,Aceita FGTS,Barra da Tijuca,Suítes,3,Apartamento,Avenida das Acácias 650,1,"Apartamento A Venda na Barra Da Tijuca, Peninsula",1
,1070,2160,1190000,6,247,115,3,Curitiba,Espaço Gourmet,,Batel,Churrasqueira,3,Apartamento,Buenos Aires 259,1,Imperdível Apartamento no Batel - J8 Imóveis,3
,,,,,,,,,,,,,,,,,Haddock Offices,
,1190,580,1950000,,247,148,4,São Paulo,Fitness/Sala de Ginástica,,Brooklin,Suítes,3,Apartamento,Rua Guararapes 2071,2,Apartamento no Humanari Brooklin 3 Dormitórios,2
,,,,,,,,,Heliponto,,,Piso elevado,,,,,Bs Tower Multi Office,
,,,360000,2,,113,3,Curitiba,Acesso asfaltado,,Uberaba,Suítes,3,Casa,Rua Aristeu Martins 346,1,"Sobrado Residencial Á Venda, Uberaba, Curitiba.",2
,340,500,358000,1,1050,35,1,Brasília,Espaço Gourmet,Andares,Noroeste,Mobiliado,1,Apartamento,SQNW 307 C DUE,1,Due Capri Due Murano Vista Livre Banheiro no Meio E Vaga 9.9658 - 7484 Atrium,1
,,,,,,,,,Espaço Gourmet,,,,,,,,Casablanca Mall Residence - 1 Quarto - 44 m&sup2;,
,690,90,645000,5,97,77,2,São Paulo,Elevador,,Saúde,Suítes,3,Apartamento,Jureia,0,"3 Dormitórios, Impecável, 2 Vagas - 6282van",2
,790,,925000,2,263,155,4,Curitiba,Espaço Gourmet,,Portão,Suítes,4,Apartamento,Rua Professora Doracy Cezzarino 138,2,Apartamento 4 Quartos no Portão,2
,280,,299000,38,118,65,0,Curitiba,,,Água Verde,,3,Apartamento,Rua Bento Viana 553,0,Apartamento à Venda - na Água Verde,1
,,,,,,,,,Acesso para deficientes,,,Office Space,,,,,Now Offices,
4800,950,345,,,155,155,2,Brasília,,,Asa Norte,Churrasqueira,2,Apartamento,Quadra SQN 402 Bloco N 0,,"Asa Norte, Apartamento Cobertura, 2 Quartos, 2 Vagas De Garagem, Churrasqueira.",2
,470,2000,850000000,5,250,183,4,Itapema,Espaço Gourmet,Aceita FGTS,Meia Praia,Suítes,3,Apartamento,"Rua 258,",3,"Barbada em Meia Praia, Apto Pronto à 100 m Da Praia",3
1400,620,,365000,32,,52,1,São Paulo,Elevador,,Jabaquara,Piso frio,2,Apartamento,R DAS SERINGUEIRAS,0,"Ótimo Apto. A 5 Minutos A Pé Do Metrô Jabaquara, Vaga Livre E Fixa",1
,1480,352,2390000,,267,176,4,São Paulo,,,Jardim Paulista,Suítes,3,Apartamento,Alameda Casa Branca 749,2,Apartamento na Alameda Casa Branca Reformado E Venda,
1880,530,90,,13,27,27,1,São Paulo,Espaço Gourmet,,Jardins,Ar condicionado,1,Apartamento,AL Lorena 1014,1,Flata para Alugar no Jardins,1
,,,,,,,,,,,,,,,,,Vermont,
,,,,,,,,,,,,,,,,,The Five Business,
,1800,77,777000,17,133,78,,Bertioga,Quadra poliesportiva,,Riviera de São Lourenço,Ar condicionado,1,Apartamento,Alameda das Conchas,,"Apartamento, Riviera De São Lourenço - Bertioga",1
,1300,,1395000,4,310,174,5,Curitiba,,,Ecoville,Suítes,3,Apartamento,Rua Deputado Heitor Alencar Furtado 3980,3,Luxuoso Apartamento Plaenge Infinity E Privilege,3
3000,350,100,850000,8,,108,4,Jundiaí,Espaço Gourmet,Andares,Anhangabaú,Armário de cozinha,2,Apartamento,Rua Barão de Teffe 127,2,Lindo Apartamento no Condominio Vitta Club!,2
2300,1250,100,285000,5,40,28,1,São Paulo,Espaço Gourmet,Aceita FGTS,Jardim Paulista,Mobiliado,1,Apartamento,"Alameda Lorena, 473",1,Oportunidade Imperdível Nos Jardins – Transamérica (11) 96798 - 9009 Júlia Flats,1
,700,,460000,,,51,1,São Paulo,,,Chácara Klabin,,2,Apartamento,R Pageu,0,Apartamento - 2 Dormitórios - Vila Mariana,1
,362,,579000,5,150,77,2,Curitiba,Salão de festas,,Centro,Suítes,2,Apartamento,BENJAMIN CONSTANT 510,1,Apartamento à Venda - no Centro,2
,,,1000000,3,110,110,4,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Mascote,Suítes,2,Apartamento,Avenida Mascote nº. 883,2,Fantástico! Apartamento à Venda na Vila Mascote,2
,,,,,,,,,Salão de festas,,,Piso frio,,,,,Edifício Odette,
,2350,750,3200000,43,,236,4,,,,,Dependência de empregados,3,Apartamento,,1,Apartamento à Venda - no Jardim Europa,2
7900,1600,800,,,121,121,2,São Paulo,Acesso asfaltado,,Pinheiros,Mobiliado,0,Comercial,Rua Amaro Cavalheiro 347,,Conjunto Comercial Pinheiros Mobiliado,3
,,,1690000,13,419,237,4,Balneário Camboriú,Sistema de alarme,,Centro,Suítes,3,Apartamento,Rua 101 109,3,Cobertura A Venda em Balneário Camboriú - Piscina Privativa,4
,,,,,,,,,Acesso asfaltado,,,,,,,,"Oportunidade Única / Apenas 2 Unidades / 2 Quartos, 1 Suíte / 1 Vaga De Garagem",
,4280,1400,1650000,22,700,367,6,São Paulo,Espaço Gourmet,,Morumbi,Suítes,4,Apartamento,R AMBRIZETE 180,3,Cobertura Duplex Com Vista Panamby.,6
,,,1400000,,,240,3,Barueri,Fitness/Sala de Ginástica,,Jardim Tupanci,Área de serviço,3,Apartamento,Rua Werner Goldberg 0,1,Apartamento - Jardim Tupanci,2
2400,427,859,,,,61,2,Águas Claras,,,Aguas Sul,Churrasqueira,2,Apartamento,Avenida das Araucárias 4400,1,"Apartamento, 02 Quartos, Via Enseada Home Club, Águas Claras.",2
,700,,920000,43,,145,3,Brasília,Interfone,Andares,Asa Sul,Suítes,3,Apartamento,SQS 311 - Bloco E,1,"Quadra Nobre, Com 3 Quartos, Sendo 1 Suíte, Sala 2 Ambientes",0
,,,,,,,,,Espaço Gourmet,,,Varanda,,,,,The Expression,
,450,800,484000,1,110,65,2,Curitiba,Fitness/Sala de Ginástica,,Centro,,2,Apartamento,rua marechal deodoro,1,Apartamento Berkely Alto Da Xv 2 Dormitórios 1 Suíte 1 Vaga,1
70000,,,,,,1184,0,Santo André,,,Jardim,,,Comercial,RUA MANOEL PEDRO JUNIOR 323,,Comercial para Aluguel - no Jardim,0
650,,20,,,80,80,1,São Paulo,,,Vila Nina,,0,Comercial,Rua João Daudt Filho 22,,"Salão Comercial para Locação, Vila Nina, São Paulo.",
,,,,,,,,,Espaço Gourmet,,,Varanda Gourmet,,,,,Opus 95,
,,,12900500,Breve lançamento,475,475,6,São Paulo,Fitness/Sala de Ginástica,,Jardim Paulista,,5,Apartamento,Alameda Campinas,4,Fechamento De Mês Faça Sua Proposta - Cobertura no Jardins!,5
2300,1000,200,,,117,117,1,São Paulo,Fitness/Sala de Ginástica,,Santana,Dependência de empregados,2,Apartamento,"VOLUNTARIOS DA PATRIA, 2570",1,Apartamento para Aluguel - em Santana,1
,,,4800000,,598,576,6,Santana de Parnaíba,Fitness/Sala de Ginástica,,Alphaville,Hidromassagem,4,Casa,Alameda Pelotas (Residencial Dezoito Do Forte) 100,4,Casa - Alphaville,6
,480,980,597000,,140,,,Florianópolis,Aquecimento central,,Campeche,Mobiliado,2,Apartamento,Campeche 1670,1,Apartamento à Venda - na Campeche,2
,1000,650,1845000,8,,152,5,São Paulo,Fitness/Sala de Ginástica,Andares,Vila Romana,Suítes,4,Apartamento,Rua Marco Aurélio,2,"Avance Vila Romana, Rua Marco Aurélio Padrão Paulo Mauro.",4
,,,,,,,,,Espaço Gourmet,,,,,,,,Roc,
,,,999000,1,105,105,2,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Cidade Monções,Geladeira,0,Apartamento,Rua Pensilvânia,1,Cobertura Duplex 2 Dormitórios no Brooklin/pensilvânia/são Paulo Capital,1
6500,1460,427,,,,210,3,Belo Horizonte,Salão de festas,,Sion,Armário embutido,4,Apartamento,Rua Cristina 433,3,Apartamento para Aluguel - em Sion,2
,960,165,450000,16,,73,1,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Vila Suzana,Armário embutido,0,Apartamento,Oscar Monteiro de Barros,1,Apartamento para Venda na Vila Suzana,1
,,,588200,,120,85,2,Curitiba,,,Cabral,Churrasqueira,3,Apartamento,Rua Deputado Joaquim José Pedrosa 840,1,"Apartamento Residencial à Venda, Cabral, Curitiba.",2
,,,,,,,,,Espaço Gourmet,,,,,,,,Parque Jardim Do Rouxinol,
,,,,,,,,,Próximo ao Metro,,,Varanda,,,,,Platina 220,
15000,,,,1,1000,430,0,Bebedouro,,,Centro,,0,Comercial,"Rua quinze de novembro, 423",0,Loja Impecável Com Estacionamento Privativo no Coração De Bebedouro,0
6000,,,,1,400,306,4,,,,,Edícula,3,Comercial,,0,Casa Comercial Excelente para Clinicas,3
,400,1253,1350000,10,329,329,3,Brasília,Portão Eletrônico,,Park Way,Guarita,4,Casa,Quadra SMPW Quadra 22 Conjunto 1 Lote 10,1,Smpw Quadra 22 Conjunto 1 Lote 10,4
,650,3300,950000,3,106,106,2,São Paulo,Salão de festas,,Chácara Califórnia,Suítes,3,Apartamento,"Rua Antônio de Lucena, 155",1,106 m&sup2; 03 Dormitórios (Sendo 01 Suíte) 02 Vagas Terraço Com Churrasqueira,2
,,,375000,,114,,,Florianópolis,,,Campeche,Área de serviço,2,Casa,Revoar Das Gaivotas 13,2,Casa à Venda - na Campeche,1
,220,,208900,1,42,42,1,São Bernardo do Campo,Fitness/Sala de Ginástica,Aceita FGTS,Centro,Suítes,1,Apartamento,Felício Laurito,0,Compre Seu Start Club Pronto Pra Morar Apartir De 208 Mil - Minha Casa Minha Vida,1
,460,2000,310000,,451,451,,São José dos Campos,,,Urbanova,,,Terreno,,,"04935 - Terreno, Urbanova - São José Dos Campos/sp",0
,450,,520000,16,110,89,2,Porto Alegre,Fitness/Sala de Ginástica,,Tristeza,Churrasqueira,2,Apartamento,Rua Álvaro Guterres,1,Apartamento à Venda - em Tristeza,2
,1000,150,780000,1,207,200,3,Cotia,Fitness/Sala de Ginástica,Aceita FGTS,Granja Viana,Suítes,3,Casa,Avenida Jose Giorgi  1200,1,Granja Viana - Quinta Da Vila Real,4
,,,,,,,,,Espaço Gourmet,,,Varanda Gourmet,,,,,Flampark Residential Club,
,840,135,559000,18,64,64,2,São Paulo,Salão de festas,,Vila Mariana,Aceita Financiamento,3,Apartamento,R PADRE MACHADO,1,Apartamento - Vila Mariana - Três Dormitórios - Duas Vagas,2
,608,1891,590000,,80,59,2,Brasília,,,Lago Sul,Copa,0,Comercial,Quadra SHIS QI 9 1,,"Sala, Lago Sul, Shis Qi 09 Centro Clinico Lago I",
,400,120,340000,,85,85,3,Santos,,,Embaré,Piso frio,2,Apartamento,Rua da Liberdade 68,1,"02 Dormitórios, Dependência, Garagem Fechada, Embare",1
,,,,,,,,,Salão de festas,,,,,,,,Sing,
,1213,134,873000,7,115,115,1,Rio de Janeiro,Interfone,,Barra da Tijuca,Suítes,3,Apartamento,Avenida Vice Presidente José de Alencar,1,Apartamento à Venda - na Barra Da Tijuca,2
,,,,,,,,,Espaço Gourmet,,,Piso frio,,,,,Lillè,
,,,990000,1,134,134,0,Itapema,,,Meia Praia,Suítes,3,Apartamento,RUA 294,3,"Oferta, Apartamento 03 Dormitórios A Venda em Itapema!",1
1500,440,40,320000,9,50,50,1,São Paulo,Fitness/Sala de Ginástica,Aceita FGTS,Jardim das Vertentes,Piso frio,2,Apartamento,Trajano Reis,0,Lindo Apto Coladinho Ao Metrô Vila Sônia E Rico em Armários.,1
,,,427000,Em construção,119,96,2,Curitiba,,,Boqueirão,,3,Casa,Rua Padre Dehon,1,Condomínio Residencial St. James,2
440,200,40,,,29,22,0,Porto Alegre,,,Centro Histórico,Suítes,,Comercial,ALBERTO BINS,,Comercial para Aluguel - no Centro Histórico,0
,,,,,,,,,Fitness/Sala de Ginástica,,,Cozinha americana,,,,,Ed Amsterdam,
,774,420,4700000,,863,500,6,Vinhedo,Quadra poliesportiva,,Condomínio Campo de Toscana,Suítes,4,Casa,Sob Consulta 1400,4,Casa à Venda em Condomínio Campo De Toscana,3
,,160,950000,,128,200,3,São Paulo,,,Vila Bertioga,Quintal,6,Comercial,R Major Basílio,,Sobrado Comercial Com Área De 200 m&sup2; na Mooca,2
,,,470000,,80,120,3,São Paulo,,,Vila Carrão,Estuda permuta,3,Casa,R Ângelo Pavan,1,Sobrado Com 3 Dormitórios E 2 Vagas à Venda na Vila Carrão,2
,315,,395000,5,,78,2,Balneário Camboriú,,,Vila Real,Mobiliado,2,Apartamento,Rua Dom Francisco 240,1,Apartamento A Venda em Balneário Camboriú - 1 Suíte + 1 Dormitório - 1 Vaga,1
,989,1389,1568000,1,292,292,5,Curitiba,Salão de festas,,Santa Felicidade,Suítes,4,Casa,Acelino Grande 525,4,Casa Sofisticada E Aconchegante em Condomínio,4
